# kind	id	asset_name	source_path	focal_x	focal_y
item	recurve_bow-basic	item_recurve_bow_basic	Raw Assets/Gear/Recurve Bow - Basic.jpeg	0.50	0.50
item	ruby_amulet-astral	item_ruby_amulet_astral	Raw Assets/Gear/Ruby Amulet - Astral.jpeg	0.50	0.50
item	ruby_amulet-basic	item_ruby_amulet_basic	Raw Assets/Gear/Ruby Amulet - Basic.jpeg	0.50	0.50
item	ruby_ring-astral	item_ruby_ring_astral	Raw Assets/Gear/Ruby Ring - Astral.jpeg	0.50	0.50
item	ruby_ring-basic	item_ruby_ring_basic	Raw Assets/Gear/Ruby Ring - Basic.jpeg	0.50	0.50
item	sapphire_amulet-astral	item_sapphire_amulet_astral	Raw Assets/Gear/Sapphire Amulet - Astral.jpeg	0.50	0.50
item	sapphire_amulet-basic	item_sapphire_amulet_basic	Raw Assets/Gear/Sapphire Amulet - Basic.jpeg	0.50	0.50
item	sapphire_ring-astral	item_sapphire_ring_astral	Raw Assets/Gear/Sapphire Ring - Astral.jpeg	0.50	0.50
item	sapphire_ring-basic	item_sapphire_ring_basic	Raw Assets/Gear/Sapphire Ring - Basic.jpeg	0.50	0.50
item	shortbow-astral	item_shortbow_astral	Raw Assets/Gear/Shortbow - Astral.jpeg	0.50	0.50
item	shortbow-basic	item_shortbow_basic	Raw Assets/Gear/Shortbow - Basic.jpeg	0.50	0.50
item	shortsword-astral	item_shortsword_astral	Raw Assets/Gear/Shortsword - Astral.jpeg	0.50	0.50
item	shortsword-basic	item_shortsword_basic	Raw Assets/Gear/Shortsword - Basic.jpeg	0.50	0.50
item	spellbook-astral	item_spellbook_astral	Raw Assets/Gear/Spellbook - Astral.jpeg	0.50	0.50
item	spellbook-basic	item_spellbook_basic	Raw Assets/Gear/Spellbook - Basic.jpeg	0.50	0.50
item	staff-astral	item_staff_astral	Raw Assets/Gear/Staff - Astral.jpeg	0.50	0.50
item	staff-basic	item_staff_basic	Raw Assets/Gear/Staff - Basic.jpeg	0.50	0.50
item	topaz_amulet-astral	item_topaz_amulet_astral	Raw Assets/Gear/Topaz Amulet - Astral.jpeg	0.50	0.50
item	topaz_amulet-basic	item_topaz_amulet_basic	Raw Assets/Gear/Topaz Amulet - Basic.jpeg	0.50	0.50
item	topaz_ring-astral	item_topaz_ring_astral	Raw Assets/Gear/Topaz Ring - Astral.jpeg	0.50	0.50
item	topaz_ring-basic	item_topaz_ring_basic	Raw Assets/Gear/Topaz Ring - Basic.jpeg	0.50	0.50
item	wand-astral	item_wand_astral	Raw Assets/Gear/Wand - Astral.jpeg	0.50	0.50
item	wand-basic	item_wand_basic	Raw Assets/Gear/Wand - Basic.jpeg	0.50	0.50
slot_background	armor	slot_armor	Raw Assets/Gear/Gear Slot Backgrounds/Body Slot.jpeg	0.50	0.50
slot_background	trinket	slot_trinket	Raw Assets/Gear/Gear Slot Backgrounds/Amulet Slot.jpeg	0.50	0.50
slot_background	weapon	slot_weapon	Raw Assets/Gear/Gear Slot Backgrounds/Main Hand Slot.jpeg	0.50	0.50
combatant	living_armor	enemy_living_armor_card	Raw Assets/Enemies/Living Armor.jpeg	0.50	0.50
combatant	mimic	enemy_mimic_card	Raw Assets/Enemies/Mimic.jpeg	0.50	0.50
combatant	mud_elemental	enemy_mud_elemental_card	Raw Assets/Enemies/Mud Elemental.jpeg	0.50	0.50
combatant	necromancer	enemy_necromancer_card	Raw Assets/Enemies/Necromancer.jpeg	0.50	0.50
combatant	plague_doctor	enemy_plague_doctor_card	Raw Assets/Enemies/Plague Doctor.jpeg	0.50	0.50
combatant	skeleton	enemy_skeleton_card	Raw Assets/Enemies/Skeleton.jpeg	0.50	0.50
combatant	the_blight_treant	enemy_the_blight_treant_card	Raw Assets/Enemies/Bosses/The Blight Treant.jpeg	0.50	0.50
combatant	the_forge_golem	enemy_the_forge_golem_card	Raw Assets/Enemies/Bosses/The Forge Golem.jpeg	0.50	0.50
combatant	the_frostwarden	enemy_the_frostwarden_card	Raw Assets/Enemies/Bosses/The Frostwarden.jpeg	0.50	0.50
combatant	the_iron_bear	enemy_the_iron_bear_card	Raw Assets/Enemies/Bosses/The Iron Bear.jpeg	0.50	0.50
combatant	fire_elemental	enemy_fire_elemental_card	Raw Assets/Enemies/Fire Elemental.jpeg	0.50	0.50
combatant	frost_elemental	enemy_frost_elemental_card	Raw Assets/Enemies/Frost Elemental.jpeg	0.50	0.50
combatant	goblin	enemy_goblin_card	Raw Assets/Enemies/Goblin.jpeg	0.50	0.50
combatant	slime	enemy_slime_card	Raw Assets/Enemies/Slime.jpeg	0.50	0.50
combatant	will_o_wisp	enemy_will_o_wisp_card	Raw Assets/Enemies/Will-o-Wisp.jpeg	0.50	0.50
combatant	pixie	companion_pixie_card	Raw Assets/Companions/Pixie.jpeg	0.50	0.50
combatant	shield_scarab	companion_shield_scarab_card	Raw Assets/Companions/Shield Scarab.jpeg	0.50	0.50
background	chapter-1	bg_forest	Raw Assets/Chapter Backgrounds/Forest.jpeg	0.50	0.50
background	chapter-2	bg_dungeon	Raw Assets/Chapter Backgrounds/Dungeon.jpeg	0.50	0.50
background	chapter-3	bg_desert	Raw Assets/Chapter Backgrounds/Desert.jpeg	0.50	0.50
background	chapter-4	bg_tundra	Raw Assets/Chapter Backgrounds/Tundra.jpeg	0.50	0.50
background	homestead	bg_homestead	Raw Assets/Homestead/Homestead Header.jpeg	0.50	0.50
background	wheatField	bg_homestead_wheat_field	Raw Assets/Homestead/Wheat Field.jpeg	0.50	0.50
background	herbGarden	bg_homestead_herb_garden	Raw Assets/Homestead/Herb Garden.jpeg	0.50	0.50
background	chickenCoop	bg_homestead_chicken_coop	Raw Assets/Homestead/Chicken Coop.jpeg	0.50	0.50
background	pasture	bg_homestead_pasture	Raw Assets/Homestead/Pasture.jpeg	0.50	0.50
background	culinaryArts	bg_homestead_culinary_arts	Raw Assets/Homestead/Culinary Arts.jpeg	0.50	0.50
background	blacksmithForge	bg_homestead_blacksmith_forge	Raw Assets/Homestead/Blacksmith Forge.jpeg	0.50	0.50
background	woolTailoring	bg_homestead_wool_tailoring	Raw Assets/Homestead/Wool Tailoring.jpeg	0.50	0.50
background	alchemyLab	bg_homestead_alchemy_lab	Raw Assets/Homestead/Alchemy Lab.jpeg	0.50	0.50
background	crystalGarden	bg_homestead_crystal_garden	Raw Assets/Homestead/Crystal Garden.jpeg	0.50	0.50
background	runesmithWorkshop	bg_homestead_runesmith_workshop	Raw Assets/Homestead/Runesmith's Workshop.jpeg	0.50	0.50
background	hunterLodge	bg_homestead_hunter_lodge	Raw Assets/Homestead/Hunter's Lodge.jpeg	0.50	0.50
background	agilityTraining	bg_homestead_agility_training	Raw Assets/Homestead/Agility Training.jpeg	0.50	0.50
background	moonlitSanctum	bg_homestead_moonlit_sanctum	Raw Assets/Homestead/Moonlit Sanctum.jpeg	0.50	0.50
background	wishingWell	bg_homestead_wishing_well	Raw Assets/Homestead/Wishing Well.jpeg	0.50	0.50
resource	wood	resource_homestead_wood	Raw Assets/Homestead/Resources/wood.png	0.50	0.50
resource	stone	resource_homestead_stone	Raw Assets/Homestead/Resources/stone.png	0.50	0.50
resource	iron	resource_homestead_iron	Raw Assets/Homestead/Resources/iron.png	0.50	0.50
resource	food	resource_homestead_food	Raw Assets/Homestead/Resources/food.png	0.50	0.50
resource	herbs	resource_homestead_herbs	Raw Assets/Homestead/Resources/herbs.png	0.50	0.50
resource	hide	resource_homestead_hide	Raw Assets/Homestead/Resources/hide.png	0.50	0.50
resource	crystal	resource_homestead_crystal	Raw Assets/Homestead/Resources/crystal.png	0.50	0.50
resource	gold	resource_homestead_gold	Raw Assets/Homestead/Resources/gold.png	0.50	0.50
encounter	mystery-amethyst-geode	encounter_mystery_amethyst_geode	Raw Assets/Mystery Events/Amethyst Geode.jpeg	0.50	0.50
encounter	mystery-bioluminescent-mushrooms	encounter_mystery_bioluminescent_mushrooms	Raw Assets/Mystery Events/Bioluminescent Mushrooms.jpeg	0.50	0.50
encounter	mystery-circle-of-glowing-mushrooms	encounter_mystery_circle_of_glowing_mushrooms	Raw Assets/Mystery Events/Circle of Glowing Mushrooms.jpeg	0.50	0.50
encounter	mystery-dusty-shelves-in-tower	encounter_mystery_dusty_shelves_in_tower	Raw Assets/Mystery Events/Dusty Shelves in Tower.jpeg	0.50	0.50
encounter	mystery-field-of-glowing-mana-berries	encounter_mystery_field_of_glowing_mana_berries	Raw Assets/Mystery Events/Field of Glowing Mana Berries.jpeg	0.50	0.50
encounter	mystery-gold-coins-among-bones	encounter_mystery_gold_coins_among_bones	Raw Assets/Mystery Events/Gold Coins among Bones.jpeg	0.50	0.50
encounter	mystery-leather-book-floats	encounter_mystery_leather_book_floats	Raw Assets/Mystery Events/Leather Book Floats.jpeg	0.50	0.50
encounter	mystery-leather-bundle-between-roots	encounter_mystery_leather_bundle_between_roots	Raw Assets/Mystery Events/Leather Bundle Between Roots.jpeg	0.50	0.50
encounter	mystery-narrow-pass-through-peaks	encounter_mystery_narrow_pass_through_peaks	Raw Assets/Mystery Events/Narrow Pass Through Peaks.jpeg	0.50	0.50
encounter	mystery-oak-tree-with-face	encounter_mystery_oak_tree_with_face	Raw Assets/Mystery Events/Oak Tree with Face.jpeg	0.50	0.50
encounter	mystery-pond-reflects-gnarled-trees	encounter_mystery_pond_reflects_gnarled_trees	Raw Assets/Mystery Events/Pond Reflects Gnarled Trees.jpeg	0.50	0.50
encounter	mystery-pool-of-water-steams	encounter_mystery_pool_of_water_steams	Raw Assets/Mystery Events/Pool of Water Steams.jpeg	0.50	0.50
encounter	mystery-smoldering-crater	encounter_mystery_smoldering_crater	Raw Assets/Mystery Events/Smoldering Crater.jpeg	0.50	0.50
encounter	mystery-sunlight-breaks-canopy	encounter_mystery_sunlight_breaks_canopy	Raw Assets/Mystery Events/Sunlight Breaks Canopy.jpeg	0.50	0.50
encounter	mystery-vines-carpet-mosaic-floors	encounter_mystery_vines_carpet_mosaic_floors	Raw Assets/Mystery Events/Vines Carpet Mosaic Floors.jpeg	0.50	0.50
encounter	mystery-weathered-stone-altar	encounter_mystery_weathered_stone_altar	Raw Assets/Mystery Events/Weathered Stone Altar.jpeg	0.50	0.50
encounter	mystery-recruit-companions	encounter_mystery_recruit_companions	Raw Assets/Mystery Events/Mystery Recruit Companions.png	0.50	0.50
encounter	mystery-recruit-heroes	encounter_mystery_recruit_heroes	Raw Assets/Mystery Events/Mystery Recruit Heroes.png	0.50	0.50
encounter	destination-merchant-shop	encounter_destination_merchant_shop	Raw Assets/Destinations/Merchant's Shop.jpeg	0.50	0.50
encounter	destination-alchemist-shop	encounter_destination_alchemist_shop	Raw Assets/Destinations/Alchemist's Shop.jpeg	0.50	0.50
encounter	destination-campfire	encounter_destination_campfire	Raw Assets/Destinations/Campfire.jpeg	0.50	0.50
encounter	destination-corruption-altar	encounter_destination_corruption_altar	Raw Assets/Destinations/Corruption Altar.jpeg	0.50	0.50
background	gameModeCampaign	bg_game_mode_campaign	Raw Assets/Game Modes/Campaign.jpeg	0.50	0.50
background	gameModeExplore	bg_game_mode_explore	Raw Assets/Game Modes/Explore.jpeg	0.50	0.50
background	gameModeLabyrinth	bg_game_mode_labyrinth	Raw Assets/Game Modes/Labyrinth.jpeg	0.50	0.50
background	gameModeSpires	bg_game_mode_spires	Raw Assets/Game Modes/Spires.jpeg	0.50	0.50
background	spire-ironVein	bg_spire_iron_vein	Raw Assets/Game Modes/Spires/Physical Spire.jpeg	0.50	0.50
background	spire-cinderSpire	bg_spire_cinder_spire	Raw Assets/Talent Backgrounds/Burn.jpeg	0.50	0.50
background	spire-serpentHollow	bg_spire_serpent_hollow	Raw Assets/Game Modes/Spires/Poison Spire.jpeg	0.50	0.50
background	spire-scarGallery	bg_spire_scar_gallery	Raw Assets/Game Modes/Spires/Bleed Spire.jpeg	0.50	0.50
background	spire-aureateChoir	bg_spire_aureate_choir	Raw Assets/Game Modes/Spires/Holy Spire.jpeg	0.50	0.50
background	spire-rimeVault	bg_spire_rime_vault	Raw Assets/Talent Backgrounds/Freeze.jpeg	0.50	0.50
background	spire-stormAnvil	bg_spire_storm_anvil	Raw Assets/Talent Backgrounds/Stun.jpeg	0.50	0.50
